名称,位置,总价,每平方单价,介绍
紫竹轩 3室2厅 南 北,紫竹轩,265,"18,933元/平",中楼层(共5层)3室2厅|139.97平米|南北
中间楼层，采光好，视野好，诚心出售。,杏花里,39.5,"6,567元/平",中楼层(共7层)2室1厅|60.15平米|南
精装修保持好，房主很是干净，爱护房子。可拎包入住,东方家园,32.8,"4,823元/平",高楼层(共7层)2室1厅|68.02平米|南北
金山小区 带电梯的 去年新装电梯 南北通透 价钱合适,金山小区,66.6,"7,023元/平",高楼层(共8层)2室1厅|94.84平米|南北
店长推荐 风景三十九 南北通透三室 中间楼层采光好,月恒花园,350,"24,452元/平",中楼层(共6层)3室2厅|143.14平米|南北
海湾城 楼间距大 南向采光好 装修保持好拎包可入住,大连海湾城四期,128,"14,452元/平",中楼层(共33层)2室1厅|88.57平米|南
两室，户型好，楼层低，交通方便,王家桥,68,"13,864元/平",低楼层(共6层)2室1厅|49.05平米|南北
中海华庭 1室1厅 北,中海华庭,98,"19,212元/平",中楼层(共23层)1室1厅|51.01平米|北
恒大港湾精装修两室，交通便利，配套设施齐全,恒大港湾,85,"9,834元/平",低楼层(共33层)2室2厅|86.44平米|南西
此房多层五楼，视野宽阔，阳光充足。,金园新村,58,"6,723元/平",中楼层(共7层)2室1厅|86.28平米|南北
两室南北通透，精装修，房主诚心卖，可以可包入住。,高安里,58.8,"6,582元/平",中楼层(共7层)2室2厅|89.34平米|南北
地铁站 田字格户型  无遮挡 采光充足,侯一小区,63,"8,804元/平",高楼层(共6层)3室1厅|71.56平米|东西
房主手续清晰，诚心出售，随时签约，小区设施配套齐全,保利西海岸,60,"6,229元/平",低楼层(共33层)2室1厅|96.33平米|南北
一室一厅海景房中间楼层采光好看房随时有钥匙,保利西海岸,27,"4,498元/平",中楼层(共33层)1室1厅|60.04平米|南
亿达一期，中楼层通透三室，空间大采光好适合改善居住,亿达第一郡,99,"8,738元/平",中楼层(共11层)3室2厅|113.31平米|南北
此房采光好  楼层好  交通方便,东山早市散盘,18.9,"5,116元/平",中楼层(共6层)1室1厅|36.95平米|南
一室一厅 精装修 看房方便 室内保持好 拎包住,艾维尼小城,102,"13,434元/平",中楼层(共10层)2室2厅|75.93平米|南北
亿达东方圣荷西，三室两卫，精装修，位置好,东方圣荷西,410,"24,340元/平",中楼层(共24层)3室1厅|168.45平米|南北
小区门口位置还有个仓房保持好诚心出售,龙祥家园,56,"7,186元/平",中楼层(共6层)2室1厅|77.94平米|南北
店长推荐 金地城三室好户型 带车位,金地城E11,140,"14,172元/平",低楼层(共20层)3室2厅|98.79平米|南北
"带仓库8平公交线路众多，户型好，配套成熟,地角好无坡",沙区医院,57,"10,387元/平",中楼层(共7层)1室1厅|54.88平米|西
于洼小区  两室小户型  正规南向 有仓房,于洼小区,37,"6,891元/平",中楼层(共6层)2室1厅|53.7平米|南
封闭小区、独立一室一厅、诚心出售、价格可议,海富经典,41,"7,019元/平",低楼层(共28层)1室1厅|58.42平米|北
锦华中园 明厅 低楼层 位置好 近广场,锦华中园,69.8,"10,243元/平",低楼层(共6层)2室1厅|68.15平米|南北
电梯中间楼层 采光好  全南户型  春华  112,古城天下,48,"8,842元/平",中楼层(共12层)1室1厅|54.29平米|南
百年港湾电梯房，楼层好，诚心出售。,百年港湾B区,86,"12,685元/平",中楼层(共27层)2室1厅|67.8平米|南
幸福小区  两室两厅 本色装修保持好,幸福小区(沙河口),99,"12,055元/平",高楼层(共7层)2室1厅|82.13平米|南北
封闭小区 中间位置 中间楼层南北向两室 可看房,叠翠山庄,66,"8,817元/平",中楼层(共7层)2室1厅|74.86平米|南北
34中三元街 近地铁站 一室小户型 低楼层装修保持好,34中三元街,138,"36,771元/平",中楼层(共4层)1室1厅|37.53平米|东
天泉小镇前排，近生活公园，精装，拎包即住。,恒峰天泉小镇,139,"15,758元/平",高楼层(共12层)2室2厅|88.21平米|南北
满五唯一 居家装修  看房子有钥匙,远洋时代城四期,59,"7,686元/平",低楼层(共22层)2室2厅|76.77平米|南
一楼带园子 南北园子 九三五十五 装修好拎包入住,君悦天下,102,"10,216元/平",低楼层(共5层)2室2厅|99.85平米|南北
南向两室户型精装修，可拎包入住，诚心出售。,港湾观海,47.8,"8,385元/平",中楼层(共9层)2室1厅|57.01平米|南
融创三四期  可做婚房 户型好 诚心卖 随时可看,融创海逸长洲三四期,102,"11,343元/平",中楼层(共31层)2室2厅|89.93平米|南北
砖混结构 楼户型方正 下楼就是公交车站 免费车位,鞋业小区,27,"3,854元/平",中楼层(共5层)2室2厅|70.06平米|南
新希望家园 2室1厅 南,新希望家园,73,"9,602元/平",高楼层(共32层)2室1厅|76.03平米|南
保健街 唐山街 2室1厅 3楼 精装修 拎包入住,保健街,132,"23,351元/平",中楼层(共6层)2室1厅|56.53平米|南北
必看房源，两室一厅，装修好，看房方便。,文体街,63.5,"9,989元/平",中楼层(共7层)2室1厅|63.57平米|南北
泡崖二区 两室非顶 交通方便 近市场 地铁2号 急售,泡崖二区,45,"7,906元/平",高楼层(共7层)2室1厅|56.92平米|南北
英华街 37 丽都花园旁边 电梯两室精装修 拎包入住,实验小学同庆街,108,"13,490元/平",中楼层(共22层)2室1厅|80.06平米|西北
武汉街 玖  中 位置好  手续清晰 近医院精装修,武汉街,150,"45,593元/平",中楼层(共5层)1室1厅|32.9平米|南
三元街 位置好 南北通透 近地铁2号线 人车分流,34中三元街,130,"24,814元/平",中楼层(共6层)2室1厅|52.39平米|南北
次新封闭小区，小区后排不靠道，步梯房，五明户型,观山满庭芳,180,"18,786元/平",低楼层(共5层)2室1厅|95.82平米|南北
星海广场 百年汇 70年产权 一室小户型,百年汇,63,"12,921元/平",中楼层(共12层)1室0厅|48.76平米|西
此房满五不唯一，自己家精装修好的，带跃层，,南都欣城,34.5,"3,998元/平",高楼层(共4层)3室1厅|86.31平米|南北
精装修，南北通厅，近春柳地铁站，近市场，欢迎看房,侯一小区,72,"9,013元/平",高楼层(共7层)3室1厅|79.89平米|南北
房子位置好，户型好，房主诚心出售,久寿小学,8.8,"2,589元/平",高楼层(共6层)2室1厅|34平米|南
南北通透格局，楼层好，视野宽阔，采光充足,正源吉祥e家祥福园,130,"10,558元/平",高楼层(共24层)3室1厅|123.13平米|南北
倚山里小区 近育才，有地下室，公园旁，空气新鲜,倚山里小区,40,"6,328元/平",中楼层(共7层)2室1厅|63.22平米|东南
华润品质 精装修 越层 拎包即可入住,华润置地幸福里二期,185,"18,687元/平",低楼层(共11层)4室2厅|99平米|南北
封闭小区 精装修 电梯房 中间楼层 户型规矩 地势平坦,紫金枫尚,210,"21,988元/平",高楼层(共17层)2室1厅|95.51平米|南北
三室好楼层，南北通透，户型好，地角好，,锦霞北园,98,"11,133元/平",中楼层(共7层)3室2厅|88.03平米|南北
金润好楼层！两室南北通厅通透，格局好位置好。,金润小区B区,78,"8,756元/平",中楼层(共6层)2室2厅|89.09平米|南北
泡崖市场六区，南向 2楼，位置好，近市场车站,泡崖六区,66,"12,011元/平",低楼层(共6层)2室1厅|54.95平米|南
金地城洋房三室 好楼层 带电梯 诚心出售,金地城E5区,200,"18,480元/平",高楼层(共6层)3室2厅|108.23平米|南北
泉水锦泉源D2区精装修两室 电梯房 采光很好,锦泉源D2区,114,"15,960元/平",高楼层(共11层)2室1厅|71.43平米|南
七星广场 近海底隧道 南北向 采光好通风好,七星广场,49.5,"7,513元/平",高楼层(共7层)2室1厅|65.89平米|南北
龙河五一路颐海厅殴南北两室两厅精装拎包记住,颐海听鸥,70,"7,142元/平",中楼层(共7层)2室2厅|98.02平米|南北
全明户型 采光充足 交通便利 绿化特好,海湾新城六期,80,"7,622元/平",低楼层(共9层)3室2厅|104.97平米|南北
封闭小区 次新房清水 全天光线 无遮拦 钢混落地窗,悦泰林里,265,"19,486元/平",高楼层(共15层)4室2厅|136平米|南北
侯一小区 1室1厅 东,侯一小区,45,"10,429元/平",高楼层(共7层)1室1厅|43.15平米|东
楼龄新 地理位置好 户型方正 中间楼层,港湾隽景,165,"18,817元/平",高楼层(共25层)2室2厅|87.69平米|南北
金山名苑洋房通厅户型两室，采光视野好。,金山名苑,80,"8,356元/平",中楼层(共5层)3室1厅|95.75平米|东南北
精装修交付，两室两厅南北通透，户型方正,融创海逸长洲三四期,140,"15,740元/平",低楼层(共32层)2室2厅|88.95平米|南北
中海英伦，一楼三层跃，花园，精装修，洋房诚心出售,中海英伦观邸,495,"33,734元/平",低楼层(共6层)4室2厅|146.74平米|南北
海底隧道直通东港，购物交通方便。,安邦北湾,95,"11,002元/平",高楼层(共24层)2室2厅|86.35平米|南
小区中间位置，全天采光，中间楼层可拎包入住看房方便,华润海中国观海园,97,"11,014元/平",中楼层(共31层)2室2厅|88.07平米|南
水仙 电梯纯南户型  手续清晰,34中胜利路,105,"31,896元/平",低楼层(共14层)1室0厅|32.92平米|南
三寰融创城北园 3室2厅 南 北,三寰融创城北园,140,"11,951元/平",中楼层(共8层)3室2厅|117.15平米|南北
清水  电梯洋房   南北通透两室  北面有一个平台,绿地香树花城,78,"8,700元/平",中楼层(共6层)2室1厅|89.66平米|南北
益丰乾城 两室精装修 楼层好位置好采光充足 看房方便,益丰乾城,72,"10,708元/平",高楼层(共28层)2室2厅|67.24平米|南西
交通便利，南北通透明亮，装修保持好，手续清晰,龙岗园,102,"10,346元/平",高楼层(共5层)3室2厅|98.59平米|南北
南北通透 两室一厅 标准户型 地点好 单价低,都市阳光,36,"4,568元/平",高楼层(共6层)2室1厅|78.82平米|南北
首排10楼南北通透两室两厅，优质精简，视野阔，环境优,合生江山帝景,49.8,"5,035元/平",高楼层(共13层)2室2厅|98.91平米|南北
急售 中间楼层 南北向大客厅 长春路道边无坡有钥匙,天源山庄,98,"10,384元/平",中楼层(共7层)2室2厅|94.38平米|南北
西安路 交通便利 近地铁 近福佳新天地 罗斯福,机车商厦,96,"12,756元/平",中楼层(共18层)2室1厅|75.26平米|南西
保利和府一期，2室2厅 近小区门口，出入便利,保利和府,59.8,"7,338元/平",低楼层(共9层)2室2厅|81.5平米|南北
景山  封闭小区 多层电梯洋房 精装 拎包住 诚心出售,蔷薇园,158,"28,912元/平",中楼层(共7层)1室2厅|54.65平米|南
东港品质大宅，高标准装修，非填海，采光视野好,东港第,570,"34,371元/平",高楼层(共28层)3室2厅|165.84平米|南北
新华宾馆散盘 2室2厅 南 北,新华宾馆散盘,28,"4,591元/平",高楼层(共6层)2室2厅|61平米|南北
警校家属楼 户型好 带电梯 无坡 知行,枫林绿洲,125,"14,503元/平",高楼层(共15层)2室1厅|86.19平米|南北
地脚好 电梯房 近火车站 地铁 生活便利,振富大厦（胜利桥北商圈）,60,"6,116元/平",中楼层(共28层)2室2厅|98.11平米|东
欣家园二期，五明户型，精装两室，拎包入住,欣家园二期,69.8,"8,133元/平",高楼层(共33层)2室2厅|85.83平米|南北
松峪一期三室，得房率高！看房方便！,松峪里一期,92,"9,997元/平",高楼层(共5层)3室2厅|92.03平米|南东南
南北两室，精装修，小区环境好，绿化好,恒大四季上东,225,"25,712元/平",高楼层(共33层)2室2厅|87.51平米|南北
万达一期精装三室 中间楼层 户型规矩没有浪费面积,万达体育新城,145,"15,880元/平",中楼层(共34层)3室2厅|91.31平米|南北
佳兆业壹号两室一厅精装修拎包入住看房子方便,佳兆业壹号,65,"8,323元/平",低楼层(共34层)2室1厅|78.1平米|南
旅顺育慧街 两室 中间楼层采光好,育慧街小区,26,"4,496元/平",中楼层(共5层)2室1厅|57.83平米|南北
中海凤凰熙岸 2室2厅 南 北,中海凤凰熙岸,96.8,"13,117元/平",高楼层(共18层)2室2厅|73.8平米|南北
西岗区海景房 高楼层视野好 生活配套设施齐全,万达高层,65,"9,348元/平",高楼层(共30层)2室1厅|69.54平米|东西北
辽师封闭小区，低单价，一室一厅小户型,兰溪文苑,100,"15,957元/平",中楼层(共8层)2室1厅|62.67平米|西北
钻石湾B2示范园区 小区绿化好，楼层可看海,远洋钻石湾一期,390,"24,155元/平",高楼层(共25层)3室2厅|161.46平米|南北
两室 南北通厅通透小区中间位置 采光好视野好,华通地中海郡,41.5,"4,449元/平",高楼层(共11层)2室2厅|93.28平米|北南
装修好南向带电梯不挡光地理位置好,宏爱巷,53.5,"12,533元/平",高楼层(共16层)1室1厅|42.69平米|南北
旅顺迎春街南三巷，4楼，出行方便，采光好,迎春街南三巷小区,23,"4,510元/平",中楼层(共7层)2室1厅|51平米|南北
福山居南北通厅近地铁马栏广场交通便利,兴达福山居,190,"15,785元/平",低楼层(共14层)2室2厅|120.37平米|南北
急售急售 精装修 拎包入住 可看海,中梁观澜壹号院,65,"8,548元/平",高楼层(共11层)2室2厅|76.05平米|南北
精装近万达医大二院轻轨站交通便利购物方便,鼎盛水晶湾,56,"7,780元/平",高楼层(共6层)2室1厅|71.98平米|南
东港刚需两居室 视野开阔 诚心出售,恒大四季上东,180,"20,036元/平",中楼层(共33层)2室1厅|89.84平米|南北
70年产权 非填海 洋房 法式园林 海之韵公园,海韵华府,580,"30,788元/平",低楼层(共6层)3室2厅|188.39平米|南北
金石滩鲁能电梯好楼层精装15万品牌家具家电一室出售,鲁能泰山7号,60,"11,557元/平",中楼层(共6层)1室1厅|51.92平米|南
新上精装小户型  楼层好 总监推荐,万国宫馆三期,36,"8,231元/平",中楼层(共30层)1室0厅|43.74平米|西北
钻石湾三期精装修一室房主诚意出售,远洋钻石湾三期,108,"21,916元/平",中楼层(共29层)1室1厅|49.28平米|南
南北通透，两室一厅，简单装修，全明户型。,孙家沟,58.5,"13,505元/平",高楼层(共6层)2室1厅|43.32平米|南北
店长推荐  阳台在客厅  前排  视野宽阔 交通便利,万科魅力之城,82,"9,504元/平",高楼层(共22层)3室2厅|86.28平米|南北
泡崖五区 中间楼层 南北通透 大开间 采光好视线好,泡崖五区,69.8,"8,686元/平",中楼层(共5层)2室2厅|80.36平米|北南
一楼下跃20平 院 精装修工作调动没住 过,招商海德学府,98,"11,575元/平",低楼层(共15层)2室2厅|84.67平米|南北
小区前排无遮挡，全天采光，俯瞰青训基地,万达体育新城,110,"13,340元/平",中楼层(共34层)2室2厅|82.46平米|南北
婚房 精装修基本没住，全屋欧派家居，适合婚房,聚美东湾,92,"12,593元/平",低楼层(共18层)2室1厅|73.06平米|南北
华都文郡 刘长春小，不预警摇号两室,华都文郡,180,"23,125元/平",中楼层(共32层)2室1厅|77.84平米|南
远洋风景70年小户型，精装修南向不挡光，有钥匙,远洋风景,62,"16,844元/平",中楼层(共9层)1室0厅|36.81平米|南
