名称,总价,单价,地址,信息,标签
城南 恒大帝景 聚龙湖商圈 小区环境优美 交通便利。,138万,"11,293元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 122.2平米 | 南 北 | 精装 | 高楼层(共24层)  | 板楼,VR看装修
东台中南熙悦新小区环境好，房东诚心出售,74.6万,"8,113元/平",熙悦佳园 -东台市,3室2厅 | 91.96平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,VR看装修
环境优美，绿化面积大，户型好，采光好，南北通透。,105万,"9,114元/平",熙悦佳园 -东台市,3室2厅 | 115.21平米 | 南 北 | 毛坯 | 高楼层(共34层)  | 板塔结合,VR看装修/随时看房
凤鸣缇香精装修2房，户型好采光没有影响，,125万,"13,537元/平",凤鸣缇香 -聚龙湖商圈,2室2厅 | 92.34平米 | 南 | 精装 | 低楼层(共21层)  | 板楼,VR看装修
聚龙湖商圈丨品质小区丨随时可看丨装修很好,225万,"16,305元/平",金色水岸 -聚龙湖商圈,3室2厅 | 138平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,VR看装修
恒大帝景二期  中上楼层  通透边户  钥匙看房,158万,"12,978元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 121.75平米 | 南 北 | 精装 | 高楼层(共32层)  | 板楼,VR看装修/随时看房
苏中大厦旁蓝色港湾3房2厅1厨2卫精装修拎包入住,115万,"9,606元/平",蓝色港湾 -东台市,3室2厅 | 119.72平米 | 南 北 | 精装 | 中楼层(共5层)  | 暂无数据,VR看装修
中南城旁 精装三房 小区前排 视野采光好 随时看房,119.8万,"11,670元/平",中南世纪城景城一区  -中南商圈,3室1厅 | 102.66平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,VR房源
乐天巷2-1-1-1 60.00m²,62万,"10,334元/平",乐天巷 -东台市,2室1厅 | 60平米 | 南 | 简装 | 中楼层(共4层)  | 暂无数据,VR房源
德惠尚书府  户型方正  3室朝南  满2年税少,110万,"8,815元/平",德惠尚书府 -白马商圈,2室1厅 | 124.8平米 | 南 | 毛坯 | 高楼层(共9层)  | 板塔结合,VR房源
八菱花园 楼层好 精装修 拎包入住,150万,"14,330元/平",八菱花园 -缤纷亚洲商圈,2室2厅 | 104.68平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,VR房源
聚龙湖商圈丨恒大帝景4房中上楼层丨人车分流诚意出售,175万,"12,321元/平",恒大帝景 -聚龙湖商圈,4室2厅 | 142.04平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,VR看装修/随时看房
爱情海紫御天铂新小区，楼层位置佳，采光十足,130万,"10,353元/平",紫御天铂 -白马商圈,4室2厅 | 125.57平米 | 南 北 | 毛坯 | 高楼层(共31层)  | 暂无数据,VR看装修/随时看房
公园，医院，商场都有，生活配套齐全，吃喝玩乐一体,99万,"9,566元/平",紫御天铂 -白马商圈,3室2厅 | 103.5平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,VR房源/随时看房
万达旁 西城逸品 精装修 好楼层 带车库,72.8万,"11,611元/平",西城逸品 -潘黄商圈,2室1厅 | 62.7平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,VR看装修
此房楼层好，采光佳，房东新装修，诚心卖,120万,"13,525元/平",八菱花园 -缤纷亚洲商圈,2室2厅 | 88.73平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,VR看装修
精装三房 采光好 出行便利 拎包即住 业主诚心出售,188万,"15,741元/平",八菱花园 -缤纷亚洲商圈,3室1厅 | 119.44平米 | 南 北 | 精装 | 高楼层(共5层)  | 板楼,VR看装修
位于戴庄路与海阔路交汇处交通便利生活方便真实在售,75万,"10,000元/平",锦盛豪庭·北苑 -中南商圈,2室1厅 | 75平米 | 南 | 精装 | 高楼层(共30层)  | 板楼,VR看装修
碧桂园6层洋房，户型周正，精装修，拎包即住,125万,"16,234元/平",碧桂园一期 -麦德龙商圈,2室1厅 | 77平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,VR房源
此方满五不唯一，三卧朝南，交通便利,190万,"12,953元/平",八菱花园 -缤纷亚洲商圈,4室2厅 | 146.69平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,VR看装修
此房阳光充足，自住保养好，诚心卖。,159万,"17,283元/平",八菱花园 -缤纷亚洲商圈,2室2厅 | 92平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,VR看装修
小区环境好，位居城中，生活配套设施全，交通便利。,200万,"17,146元/平",八菱花园 -缤纷亚洲商圈,3室2厅 | 116.65平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,VR看装修
爱琴海高层，采光充足，配套设施完善，交通便利！,115万,"9,612元/平",紫御天铂 -白马商圈,3室2厅 | 119.65平米 | 南 | 毛坯 | 中楼层(共34层)  | 暂无数据,VR房源/随时看房
盐城市大城北爱琴海商圈紫御天铂,90万,"8,686元/平",紫御天铂 -白马商圈,3室2厅 | 103.62平米 | 南 | 毛坯 | 高楼层(共31层)  | 暂无数据,VR房源/随时看房
五角广场  挑高公寓  广电大厦  金海西路东亭路,49.8万,"9,055元/平",汇利广场 -东台市,1室0厅 | 55平米 | 南 | 毛坯 | 高楼层(共23层)  | 暂无数据,VR看装修
此房满二税费少，阳光不挡，出脚方便，房东诚心出售,118.8万,"9,033元/平",秀峰华庭 -东台市,5室2厅 | 131.52平米 | 南 | 精装 | 高楼层(共5层)  | 暂无数据,VR房源
步行街 人民公园旁 三房带车库 出让产证 南北通户型,98.8万,"7,719元/平",林城花园 -东台市,3室1厅 | 128平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据,VR房源
金海东路，两居室精装修，拎包入住,84.8万,"8,358元/平",金海东路28号 -东台市,2室2厅 | 101.47平米 | 东 西 | 精装 | 高楼层(共5层)  | 暂无数据,VR房源
城南 恒大帝景 聚龙湖商圈，小区环境优美，交通便利。,186.8万,"13,143元/平",恒大帝景 -聚龙湖商圈,4室2厅 | 142.13平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR房源/随时看房
小区环境好，位居城中，生活配套设施全，交通便利。,115万,"11,121元/平",八菱花园 -缤纷亚洲商圈,3室2厅 | 103.41平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,VR看装修/随时看房
宏都花园两室两厅一厨一卫，楼层好带车库,105万,"11,414元/平",宏都花园 -聚龙湖商圈,2室2厅 | 92平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,VR看装修
爱琴海前排楼层，采光充足，配套设施完善，交通便利！,138万,"11,695元/平",紫御天铂 -白马商圈,3室2厅 | 118平米 | 南 | 精装 | 中楼层(共34层)  | 暂无数据,VR看装修
串场河旁水岸人家旁八菱花园精装看房方便,113万,"12,710元/平",八菱花园 -缤纷亚洲商圈,2室2厅 | 88.91平米 | 南 | 精装 | 高楼层(共5层)  | 板楼,VR房源
业主诚心出售 看房方便 拎包可住 有车库,95万,"9,515元/平",兴诚公寓 -双元西路商圈,2室2厅 | 99.85平米 | 南 西 | 简装 | 低楼层(共6层)  | 暂无数据,VR看装修/随时看房
麦德龙旁品质小区香槟公馆新式装修四房楼层好双阳台,155万,"11,492元/平",香槟公馆 -麦德龙商圈,4室2厅 | 134.88平米 | 南 | 精装 | 中楼层(共25层)  | 板楼,VR房源
新小区，环境好，交通好，房东诚意出售,69.8万,"7,585元/平",熙悦佳园 -东台市,3室2厅 | 92.03平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,VR房源/随时看房
东进小区3-2-1-1 105.60m²,82万,"7,766元/平",东进小区 -东台市,3室2厅 | 105.6平米 | 南 | 精装 | 低楼层(共5层)  | 板楼,VR看装修/随时看房
中南世纪城十期 景城二区 精装修拎包入住 随时看房,165万,"15,866元/平",中南世纪城景城二区 -中南商圈,3室2厅 | 104平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,VR看装修/随时看房
中南城旁丨奥体壹号精装公寓丨房东诚心出售,70万,"10,770元/平",奥体壹號 -中南商圈,1室1厅 | 65平米 | 南 | 精装 | 中楼层(共13层)  | 板楼,VR看装修/随时看房
丽都公园碧桂园一期精装三房看房提前联系,132万,"11,004元/平",碧桂园一期 -麦德龙商圈,3室2厅 | 119.96平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,VR房源
万科翡翠云台大4房 品质好 物业好 环境优美 随时看房,195万,"13,929元/平",万科悦达翡翠云台 -中南商圈,车位 | 140平米 | 南  | 暂无数据,VR房源/随时看房
此房为新小区刚交付，3室2厅2，适合居住，交通方便！,58万,"5,910元/平",城发站南润府西区 -东台市,3室2厅 | 98.14平米 | 南 | 毛坯 | 高楼层(共26层)  | 暂无数据,VR看装修/随时看房
满五唯一，户型方正中间好楼层，阳光充足生活配套齐全,108.8万,"10,664元/平",龙晶河滨花园 -东台市,3室2厅 | 102.03平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,VR房源/随时看房
社区生活方便，生活氛围也很融洽,206万,"14,715元/平",吾悦和府北区 -东台市,3室2厅 | 140平米 | 南 北 | 精装 | 低楼层(共8层)  | 暂无数据,VR房源/随时看房
此房精装修拎包入住家里维护的比较好居住适宜,136.8万,"9,947元/平",龙晶河滨花园 -东台市,3室2厅 | 137.53平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,VR看装修
此房精装修，直接拎包入住。。。。。。,45万,"8,059元/平",东园新村 -东台市,2室1厅 | 55.84平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,VR看装修
中南世纪城五期毛坯三房，自主装修 全天采光交通方通,105万,"11,114元/平",中南世纪城五期 -中南商圈,3室2厅 | 94.48平米 | 南 | 毛坯 | 高楼层(共33层)  | 板楼,VR看装修/随时看房
东园新村 户型方正，得房率高，阳光充足，出行方便,49.8万,"7,349元/平",东园新村 -东台市,2室1厅 | 67.77平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,VR看装修
此房南北通风户型，采光通风好视野开阔，配套设施,96.8万,"7,563元/平",城投金开园 -东台市,3室2厅 | 128平米 | 南 北 | 毛坯 | 低楼层(共16层)  | 暂无数据,VR看装修/随时看房
新弄里旁丨香苑东园精装修丨户型方正带产权车库车位丨,215万,"15,029元/平",香苑东园 -中南商圈,3室2厅 | 143.06平米 | 南 | 精装 | 低楼层(共30层)  | 板塔结合,VR看装修
景山解放路 万科翡翠书院 精装3室 中上好楼层,149.8万,"12,279元/平",万科悦达翡翠书院 -亭湖高中商圈,3室1厅 | 122平米 | 南 | 精装 | 中楼层(共14层)  | 板楼,VR看装修
戴庄路旁 锦盛豪庭北苑 毛坯两室 好楼层 采光好,95万,"15,063元/平",锦盛豪庭·北苑 -中南商圈,2室1厅 | 63.07平米 | 南 北 | 毛坯 | 高楼层(共30层)  | 板楼,VR看装修/随时看房
中远挑高公寓 世纪大道旁  位置好，居住舒适度高,34万,"10,404元/平",中远世纪公寓 -聚龙湖商圈,2室2厅 | 32.68平米 | 北 | 精装 | 低楼层(共8层)  | 板塔结合,VR房源
晶都悦府 楼层好视野采光均佳 配套设施齐全 品质小区,220万,"18,334元/平",晶都悦府 -中南商圈,3室2厅 | 120平米 | 南 | 毛坯 | 中楼层(共33层)  | 板塔结合,VR看装修
东亭二村 经典三室 养老楼层 带大车库 可重新装修,83万,"8,965元/平",望海小区 -东台市,3室2厅 | 92.59平米 | 南 | 简装 | 低楼层(共6层)  | 板塔结合,VR看装修
景山解放路悦达889旁万科翡翠书院精装三房,145万,"12,084元/平",万科悦达翡翠书院 -亭湖高中商圈,3室2厅 | 120平米 | 南 | 精装 | 低楼层(共14层)  | 板楼,VR看装修
城南 恒大帝景 聚龙湖商圈 小区环境优美 交通便利。,170万,"11,950元/平",恒大帝景 -聚龙湖商圈,4室1厅 | 142.27平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,VR房源
满五唯一业主自己装修的，保养还可以 到手直接入住,105万,"9,651元/平",锦盛豪庭·北苑 -中南商圈,3室2厅 | 108.8平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,VR看装修
中远挑高公寓 世纪大道旁  位置好，居住舒适度高,34万,"10,404元/平",中远世纪公寓 -聚龙湖商圈,2室2厅 | 32.68平米 | 北 | 精装 | 低楼层(共8层)  | 板塔结合,VR房源
阳关御园124平 精装3房 中间楼层，看房方便,180万,"14,519元/平",阳光御园 -中南商圈,3室2厅 | 123.98平米 | 南 北 | 精装 | 高楼层(共15层)  | 板楼,VR看装修
市区两室，总价低，出脚好！！！！！！,80万,"9,276元/平",东门建银商住楼 -东台市,2室1厅 | 86.25平米 | 南 | 简装 | 中楼层(共5层)  | 暂无数据,VR看装修
一楼带院子，带产权车位，诚心出售,95.8万,"7,543元/平",东台桃李天下 -东台市,4室2厅 | 127.02平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板塔结合,VR看装修
装修优质，地理位置好，生活区环境好,48.8万,"8,248元/平",东园新村 -东台市,2室2厅 | 59.17平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,VR看装修
缤纷亚洲，精装一室，总价低，看房随时，诚心出售,85万,"24,107元/平",缤纷亚洲 -缤纷亚洲商圈,1室1厅 | 35.26平米 | 北 | 精装 | 中楼层(共7层)  | 塔楼,VR房源
明新半岛花园 精装地暖4房 锦华装饰 全屋品牌定制,207万,"17,543元/平",明新半岛花园 -潘黄商圈,3室2厅 | 118平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,VR看装修
视野开阔，采光充足，大三房精装 诚心出售！,188万,"13,462元/平",蔚蓝水岸 -聚龙湖商圈,3室2厅 | 139.66平米 | 南 | 精装 | 低楼层(共18层)  | 板楼,VR看装修
满二，采光刺眼 拎包即住 有车库车位 出行便利,139.8万,"11,945元/平",奥体玫瑰园B区 -中南商圈,3室2厅 | 117.04平米 | 南 | 毛坯 | 低楼层(共23层)  | 板楼,VR房源/随时看房
视野开阔，采光充足，配套设施齐全，精装修,208万,"10,098元/平",滨河花园(东台) -东台市,5室2厅 | 206平米 | 南 北 | 精装 | 中楼层(共5层)  | 板塔结合,VR房源
金色水岸，精装修，阳光充足。..,193.8万,"15,528元/平",金色水岸 -聚龙湖商圈,3室2厅 | 124.81平米 | 南 北 | 精装 | 高楼层(共9层)  | 板塔结合,VR看装修
学林雅苑  精装3房 配套齐全 诚心出售 含车库,134万,"12,182元/平",学林雅苑 -聚龙湖商圈,3室2厅 | 110平米 | 南 北 | 精装 | 中楼层(共17层)  | 板楼,VR看装修
房子是三房两厅两卫三开间朝南的户型，精装修，小高层,170万,"12,577元/平",记者家园 -聚龙湖商圈,3室2厅 | 135.17平米 | 南 | 精装 | 高楼层(共12层)  | 板楼,VR房源
荣华铭城精装四室两厅一卫 飞机户型 拎包入住,80万,"5,841元/平",荣华铭城 -射阳,4室2厅 | 136.97平米 | 南 北 | 精装 | 高楼层(共9层)  | 暂无数据,VR看装修
北海花园3-1-1-1 128.91m²,106万,"8,223元/平",北海花园 -东台市,3室1厅 | 128.91平米 | 南 | 精装 | 低楼层(共6层)  | 塔楼,VR看装修/随时看房
小区环境好，户型好，房东诚心出售,89.8万,"10,787元/平",东达翰林缘 -东台市,2室2厅 | 83.25平米 | 南 | 精装 | 高楼层(共17层)  | 板塔结合,VR看装修
房东诚心出售此房，精装修拎包入住,118万,"9,989元/平",玖隆钱江观邸 -东台市,3室2厅 | 118.13平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,VR看装修
精品小区，人车分流，环境优美，设施齐全,150万,"12,296元/平",恒大帝景 -聚龙湖商圈,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共32层)  | 板楼,VR看装修/随时看房
此房养老层，停车方便。。。。。,69.8万,"8,212元/平",邮电宿舍 -东台市,2室2厅 | 85平米 | 南 | 简装 | 低楼层(共5层)  | 暂无数据,VR看装修/随时看房
视野开阔，采光充足，配套设施齐全，精装修,120万,"8,576元/平",滨河花园(东台) -东台市,3室2厅 | 139.94平米 | 南 | 精装 | 高楼层(共6层)  | 板塔结合,VR看装修
大润发购物广场旁 汇景精装两房 拎包即住,110万,"17,461元/平",汇景新城 -缤纷亚洲商圈,2室1厅 | 63平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,VR看装修
采光充足，视野开阔，诚心出售，交通便捷 满五税费少,67.8万,"8,913元/平",城中花园(东台市) -东台市,2室2厅 | 76.07平米 | 南 北 | 精装 | 中楼层(共6层)  | 板塔结合,VR房源
房型好 面积大 户型方正 阳光充足 视野开阔,84.3万,"7,261元/平",熙悦佳园 -东台市,3室2厅 | 116.11平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 暂无数据,VR看装修/随时看房
此房位置好，适合居住 ，出脚方便，采光充足,90万,"6,468元/平",城投金开园 -东台市,4室2厅 | 139.16平米 | 南 | 毛坯 | 中楼层(共24层)  | 暂无数据,VR看装修
型方正 采光无影响 交通位置出行方便,248万,"18,276元/平",现代华庭西园 -缤纷亚洲商圈,3室2厅 | 135.7平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,VR房源
"小区地理位置好，绿化高，居民素质高 ,位于开创路东侧",235万,"12,336元/平",碧桂园凤城南苑西区 -麦德龙商圈,4室2厅 | 190.5平米 | 南 | 精装 | 低楼层(共26层)  | 暂无数据,VR看装修/随时看房
采光通风好，视野开阔，配套设施齐全交通便利,80万,"7,767元/平",晨光满园 -东台市,3室2厅 | 103平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,VR看装修/随时看房
银厦广场，116平米，精装3房，采光佳，有自行车库,96.8万,"8,312元/平",银厦广场 -滨海公园商圈,3室2厅 | 116.46平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据,VR看装修
