园区名称,省份,城市,地区,详细地址,大约面积(亩),企业数
九四三工业园,江西省,新余市,渝水区,新余市渝水区龙腾路9号,33,8
大盛科技园,江西省,新余市,渝水区,新余市渝水区东兴路1888号,30,13
新达工业园,江西省,新余市,渝水区,新余市渝水区南源路1228号,29,8
新余市民营科技园,江西省,新余市,渝水区,新余市渝水区高新科技开发区渝东大道2318号,23,42
日辉实业园,江西省,新余市,渝水区,新余市渝水区新余市开发区渝东大道,23,19
企业孵化基地,江西省,新余市,渝水区,新余市渝水区青年路与富青路交叉路口南侧(创业家园东侧),-,55
新余市高层次人才产业园,江西省,新余市,渝水区,新余市渝水区光伏路与华源路交叉口东约60米,-,6
大学生创新创业孵化基地,江西省,新余市,渝水区,创新路与守敬路交叉口东40米,-,1
圆梦残疾人创业孵化中心,江西省,新余市,渝水区,新余市渝水区五一南路170号,-,24
京智直播孵化基地,江西省,新余市,渝水区,新余市渝水区劳动北路与仰天岗东大道交叉路口往西南约50米,-,180
江西腾飞电商创业孵化基地,江西省,新余市,渝水区,新余市渝水区劳动南路与亚新北路交叉口东南约40米,-,36
支点创业孵化基地,江西省,新余市,渝水区,毓秀东大道与沿江路交叉口西180米,-,-
孵化基地,江西省,新余市,渝水区,江西省新余市渝水区水西镇,-,-
新余市渝水区电子商务创业创新孵化基地,江西省,新余市,渝水区,新余市渝水区劳动北路1120号,-,7
新余市妇女就业创业基地,江西省,新余市,渝水区,新余市渝水区堎上路与盘龙路交叉口西50米,-,89
新余市创业孵化基地,江西省,新余市,渝水区,新余市渝水区劳动南路与亚新北路交叉口东南约40米,-,34
渝水区新兴工业产业园,江西省,新余市,渝水区,新余市渝水区创业大道与石镇线交叉路口西北侧,-,13
新余市现代粮食产业园,江西省,新余市,渝水区,295县道与291县道交叉口西南460米,-,-
京东(新余)数字经济产业园,江西省,新余市,渝水区,新余市渝水区仙来东大道479号2号楼,-,181
万商红新履小镇,江西省,新余市,渝水区,新余市渝水区仙女湖大道1888号,-,155
仙女湖科技园,江西省,新余市,渝水区,新余市渝水区003乡道西200米,-,-
仙女湖抱石文化创意园,江西省,新余市,渝水区,新余市渝水区仙女湖区环湖北路698号,-,1
袁河工业基地,江西省,新余市,渝水区,新余市渝水区袁河街道天工南大道,-,-
新余经济开发区钢铁深加工园,江西省,新余市,渝水区,新余市渝水区仙女湖大道与钢城路交叉口北150米,-,26
仙女湖中心物流园区,江西省,新余市,渝水区,新余市渝水区园区北路1号,-,36
城北五金工业区,江西省,新余市,渝水区,新余市渝水区长宁路,-,8
新余国家农业科技园区,江西省,新余市,渝水区,新余市渝水区创业大道西50米,-,-
分宜第三孵化园,江西省,新余市,分宜县,新余市分宜县东旭大道分宜创新创业大厦北侧约210米,169,21
城西工业区,江西省,新余市,分宜县,新余市分宜县丹桂路与香樟路交叉口西南200米,36,4
分宜工业园区,江西省,新余市,分宜县,新余市分宜县丹桂路与西环大道交汇口西南侧,29,79
分宜云中云O2O双创孵化中心,江西省,新余市,分宜县,新余市分宜县钤阳西路与政法路交叉口西约40米,-,34
分宜县粮食物流产业园,江西省,新余市,分宜县,宜县工业园西区,-,-
上海华德分宜生产基地,江西省,新余市,分宜县,新余市分宜县安仁路356号附近,-,8
贵溪经济开发区,江西省,鹰潭市,贵溪市,鹰雄大道与美的路交汇处东北角,5728,791
鹰潭国际综合港经济区,江西省,鹰潭市,贵溪市,机械制造路,4431,28
贵溪铜产业循环经济基地,江西省,鹰潭市,贵溪市,铜产业循环经济基地,4164,68
贵溪市多肉植物产业园,江西省,鹰潭市,贵溪市,贵塘公路与521乡道交叉口北380米,319,1
江西新越产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市铜产业循环经济基地东西向主干路与九号路交汇处,302,2
贵溪市白鹤湖食品产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市白鹤湖大道东,217,-
江西拓航物流园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市贵溪大道,149,5
渥泰科技园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市南环路南,88,3
汇荣产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市兴园路与创新路交叉口东约180米,68,20
贵溪市数字产业园,江西省,鹰潭市,贵溪市,河潭镇贵溪市数字产业园,67,5
毅鹏智能科技园,江西省,鹰潭市,贵溪市,灯谷大道与兴园路交叉口西北160米,67,47
贵溪市科技创新中心,江西省,鹰潭市,贵溪市,贵溪市工业园区贵溪经济开发区发展路320国道旁,63,15
中臻科技园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市工业大道与南环路交叉口西300米,62,6
晶赢文化产业园,江西省,鹰潭市,贵溪市,灯谷大道与南环路交叉口西300米,52,-
江西贵溪市硫磷化工园,江西省,鹰潭市,贵溪市,泗沥镇江西贵溪市硫磷化工园,30,1
贵溪市电子商务生态产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市雄鹰大道1号,27,14
美纳途箱包有限公司电子商务产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市贵溪工业园区(科学路西),23,1
江西供销(贵溪)冷链物流园(建设中),江西省,鹰潭市,贵溪市,河潭镇贵溪大道,-,-
贵溪市农业生态科技园,江西省,鹰潭市,贵溪市,江西省鹰潭市贵溪市志光镇白鹤湖大道,-,29
龙虎山创意园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市天师路21号,-,-
恋之舞文化产业园,江西省,鹰潭市,贵溪市,柏里大道附近,-,20
贵溪市高端线缆线束科技生态产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市贵溪市经开区灯谷大道经济带,-,6
江西晶赢文化产业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市鹰雄大道与发展路交叉路口往东约50米,-,-
贵溪市电子商务创业园,江西省,鹰潭市,贵溪市,鹰潭市贵溪市贵溪大道西50米,-,35
前行58科创鹰潭5G+数字经济产业园(智联小镇),江西省,鹰潭市,月湖区,白露街道,411,41
林安智慧商贸城,江西省,鹰潭市,月湖区,江西省鹰潭市月湖区四青街道林安智慧商贸城,262,139
南昌工控腾云港一期,江西省,鹰潭市,月湖区,鹰潭市月湖区智联小镇创智街,195,-
鹰潭市现代物流园,江西省,鹰潭市,月湖区,三川大道与福气路交叉路口东南侧,132,31
无人机产业园,江西省,鹰潭市,月湖区,云芯路与创联路交叉口西南460米,132,-
林安智慧商贸物流园,江西省,鹰潭市,月湖区,鹰潭市月湖区G320国道与十五经路交汇处,124,7
金花创业园,江西省,鹰潭市,月湖区,鹰潭市月湖区３２０国道与江南路交叉口东约180米,121,162
红背带木结构生态旅游文化创意产业园,江西省,鹰潭市,月湖区,鹰潭市月湖区三川大道6正西方向140米,114,-
鹰潭高新区智能科技产业园,江西省,鹰潭市,月湖区,江西省鹰潭市月湖区白露街道,94,-
欧菲光鹰潭园区(鹰潭高新区智能科技产业园),江西省,鹰潭市,月湖区,鹰潭市月湖区月湖区高新区智能产业园内,86,3
月湖新城智慧众创园,江西省,鹰潭市,月湖区,童家镇月湖新城智慧众创园,71,9
金帝集团(江西)工业园,江西省,鹰潭市,月湖区,鹰潭市月湖区万宝至路121号附近,68,1
白露工业园,江西省,鹰潭市,月湖区,鹰潭市月湖区金田路3号,31,1
鹰潭颐高互联网创业园(中国鹰潭移动物联网产业园),江西省,鹰潭市,月湖区,鹰潭市月湖区炬能路3号,30,237
鹰潭市智慧金融科技产业园,江西省,鹰潭市,月湖区,鹰潭市月湖区夏埠乡府前路3号,27,378
鹰覃市创新创业基地,江西省,鹰潭市,月湖区,鹰潭市月湖区信江北大道,-,-
鹰潭电商创新孵化基地,江西省,鹰潭市,月湖区,鹰潭市月湖区胜利东路6号,-,20
移动物联网产业创新创业孵化基地,江西省,鹰潭市,月湖区,金桥路,-,-
鹰潭新经济产业园,江西省,鹰潭市,月湖区,鹰潭市月湖区信江北大道与幸福路交叉路口北侧,-,231
下桂物流园,江西省,鹰潭市,月湖区,鹰潭市月湖区南站路70号附近,-,3
鹰潭国家高新技术产业开发区,江西省,鹰潭市,月湖区,鹰潭市月湖区威汕线与鹰南大道交叉路口往西约70米,-,17
鹰潭市高新技术产业开发区龙岗产业园(余江区龙岗工业园区),江西省,鹰潭市,余江区,龙岗工业园区,5739,412
中童眼镜工业园区,江西省,鹰潭市,余江区,亨通大道18号,1423,137
江西余江工业园区,江西省,鹰潭市,余江区,四海路与聚贤路交叉口西180米,1095,149
华宝香精鹰潭科技产业园,江西省,鹰潭市,余江区,鹰潭市余江区鹰南大道,162,-
粤港眼镜工业园,江西省,鹰潭市,余江区,鹰潭市余江区威汕线与浩铭大道交叉路口往东南约130米,131,80
瑞摩特工业园,江西省,鹰潭市,余江区,鹰潭市余江区余江工业园区,78,6
跃华企业园,江西省,鹰潭市,余江区,鹰潭市余江区白塔西路88号,16,-
鹰潭(余江)眼镜产业园,江西省,鹰潭市,余江区,鹰潭市余江区206国道,15,37
鹰潭焙烤电商孵化基地,江西省,鹰潭市,余江区,中童镇206国道鹰潭大唐农博园内,-,6
余江智慧产业孵化园,江西省,鹰潭市,余江区,鹰潭市余江区工业大道与国道路交叉口东南约20米,-,28
江西省省级电商创业孵化基地,江西省,鹰潭市,余江区,鹰潭市余江区G320(沪瑞线),-,76
虎山孵化基地,江西省,鹰潭市,余江区,964县道东40米,-,-
鹰潭国际商贸园,江西省,鹰潭市,余江区,206国道附近,-,19
同心谷·鹰商之家,江西省,鹰潭市,余江区,中童镇鹰西大道,-,71
骏汇工业园,江西省,鹰潭市,余江区,江西省鹰潭市余江区中童镇,-,-
国际物流城,江西省,鹰潭市,余江区,鹰潭市余江区G320竹子陈家西北200米,-,133
锦江工业区,江西省,鹰潭市,余江区,鹰潭市余江区锦江镇东北街锦江派出所附近,-,-
余江区电商孵化园,江西省,鹰潭市,余江区,鹰潭市余江区邓埠镇世纪阳光大道余江站西北200米,-,-
数字创意产业园,江西省,鹰潭市,余江区,鹰潭市余江区鹰西大道鹰潭国际眼镜城3号楼,-,76
浮梁产业园区二园,江西省,景德镇市,浮梁县,经三路与纬三路交叉口北60米,1167,2
陶科园名坊园(景德镇名坊园),江西省,景德镇市,浮梁县,景德镇市浮梁县景德镇市浮梁工业园区,388,123
景德镇陶瓷工业园区,江西省,景德镇市,浮梁县,景德镇市浮梁县唐英大道附近,328,286
海纳川景德镇产业园(海纳川景德镇汽车部件有限公司),江西省,景德镇市,浮梁县,景德镇市浮梁县洪源镇北汽工业园海纳川景德镇园区,205,-
江西以晴数字经济产业园,江西省,景德镇市,浮梁县,三大公路(县车管所斜对面),76,1
仁义工业园,江西省,景德镇市,浮梁县,景德镇市浮梁县杭瑞高速,23,4
浮梁建筑科技产业园(建设中),江西省,景德镇市,浮梁县,仙芝街19号,-,-
金三角物流园,江西省,景德镇市,浮梁县,景德镇市浮梁县纬二路北段龙御·华庭西南侧约80米,-,16
缘源陶瓷文化创意园,江西省,景德镇市,浮梁县,景德镇市浮梁县外环南路,-,-
万寿山垦殖场工业园区,江西省,景德镇市,浮梁县,景德镇市浮梁县万寿山木制厂附近,-,4
景德镇市伊人如瓷孵化基地有限公司,江西省,景德镇市,浮梁县,景德镇市浮梁县唐英大道56号,-,24
万寿山招商引资工业开发区,江西省,景德镇市,浮梁县,景德镇市浮梁县万寿山木制厂附近,-,-
三龙工业区,江西省,景德镇市,浮梁县,景德镇市浮梁县206国道东50米,-,-
江西省端明科技工业园,江西省,景德镇市,浮梁县,景德镇市浮梁县白居易路与高岭北路交叉口东北150米,-,-
江西省瑞明科技工业园,江西省,景德镇市,浮梁县,景德镇市浮梁县308省道附近,-,-
景德镇国家高新技术产业开发区,江西省,景德镇市,昌江区,竹林大道与致远路交叉口北20米,4834,515
中国陶瓷城,江西省,景德镇市,昌江区,西郊街道迎宾大道38号,224,808
昌南慧谷,江西省,景德镇市,昌江区,木门吕蒙乡航空科技园10栋109号景航便利店,193,6
鱼丽工业园,江西省,景德镇市,昌江区,景德镇市昌江区高新区梧桐大道206国道,179,47
中国瓷园,江西省,景德镇市,昌江区,迎宾大道368号,168,408
顺吉物流园,江西省,景德镇市,昌江区,景德镇市昌江区瓷都官庄村,168,242
新都民营陶瓷园,江西省,景德镇市,昌江区,景德镇市昌江区吕蒙乡新都一区,139,54
景德镇高新区,江西省,景德镇市,昌江区,景德镇市昌江区梧桐大道,62,392
陶青台文创园(建设中),江西省,景德镇市,昌江区,景德镇市昌江区景德镇南高速口与206国道交汇处,54,1
合盛科技企业孵化器,江西省,景德镇市,昌江区,景德镇市昌江区梧桐大道11号,36,31
景德镇航空科技园,江西省,景德镇市,昌江区,滨江西路6号,9,18
昌南慧谷航空产业孵化中心,江西省,景德镇市,昌江区,威富尔路不远处,-,54
鸿业创新产业园,江西省,景德镇市,昌江区,景德镇市昌江区兴园路,-,38
景德镇学院大学生创新创业孵化基地,江西省,景德镇市,昌江区,景德镇市昌江区天津路与香江路交叉口西北方向190米,-,1
校油泵电喷维修(工业园区),江西省,景德镇市,昌江区,景德镇市昌江区丽阳镇206国道鱼丽工业园区,-,53
陶溪川文创街区,江西省,景德镇市,珠山区,景德镇市珠山区新厂西路150号,102,74
1949建国陶瓷文化创意园,江西省,景德镇市,珠山区,景德镇市珠山区胜利路23号,23,-
