名称,总价,每平方单价,小区名称,地址,房型,面积,朝向,楼层,建造时间
龙岗河旁东南满五年2房，付50个可以拎包入住，楼下就是  ！,255万,33356元/㎡,远洋新天地(一期),龙岗-龙岗中心城-盛龙路42号,2室2厅1卫,76.45㎡,南北,中层(共40层),2027年建造
户型设计合理，空间利用率高，让你的生活更加舒适和实用,499万,39015元/㎡,黄阁翠苑,龙岗-大运-黄阁路359号,4室2厅2卫,127.9㎡,南北,高层(共9层),2009年建造
满五   房龄新 有电梯 商品房 朝南 房东急置换 诚意买房,200万,32426元/㎡,金众云山栖,大鹏新区-葵涌-石葵路,2室2厅1卫,61.68㎡,南,低层(共33层),2016年建造
金城大厦(罗湖) 精装可拎包入住 医疗配套成熟 正规商品房,190万,44187元/㎡,金城大厦(罗湖),罗湖-东门-深南东路3001号,2室1厅1卫,43㎡,南北,低层(共24层),1986年建造
深圳北站！红山地铁口！精装4房！位置安静 红本满5 税少,649万,51804元/㎡,红山6979,龙华-民治-民繁路,4室2厅2卫,125.28㎡,南,中层(共13层),2021年建造
君悦阁 住宅小户型 低总价 荔园南红岭,288万,98766元/㎡,君悦阁,福田-华强北-燕南路9号,1室0厅1卫,29.16㎡,南,高层(共26层),2004年建造
顶楼带大花园，罕见出售的户型，看房方便,1200万,69281元/㎡,金地海景花园B区,福田-新洲-金地一路,5室2厅3卫,173.21㎡,南北,高层(共11层),2000年建造
西丽大学城 地铁5号线塘朗站 华晖云门南向安静四房诚售,1250万,98596元/㎡,华晖云门,南山-大学城-学苑大道1099号,4室2厅2卫,126.78㎡,南,中层(共38层),2016年建造
承翰陶柏莉(一期) 带电梯 朝向好 正规商品房 双卫,365万,34909元/㎡,承翰陶柏莉(一期),大鹏新区-葵涌-丰树山路,5室2厅2卫,104.56㎡,东南,低层(共28层),2017年建造
金地龙城中央 南向精装4房 户型方正  业主诚心出售 看房,450万,37138元/㎡,金地龙城中央(一期),龙岗-龙岗中心城-龙城大道27号,4室2厅2卫,121.17㎡,南北,低层(共32层),2015年建造
地铁口 总价255万买精装大三房南北通透大型成熟花园看房方便,255万,22186元/㎡,九州家园(一期),龙岗-南联-龙园路205附近,3室2厅2卫,114.94㎡,南北,中层(共7层),2003年建造
步行龙华地铁站100米，精装两房，看泳池，花园中间位置急售,299万,40140元/㎡,大信花园,龙华-龙华中心区-龙发路215号,2室2厅1卫,74.49㎡,南北,中层(共8层),2002年建造
中海康城花园 商品住宅 满五   朝向好 近医院 电梯房,510万,32030元/㎡,中海康城花园,龙岗-大运-清辉路149号,4室2厅2卫,159.23㎡,东南,中层(共26层),2009年建造
首地高楼层看纯水岸别墅景观，居住舒适，环境优美。,1450万,96352元/㎡,首地容御花园,南山-华侨城-香山西街18号,4室2厅2卫,150.49㎡,南北,高层(共32层),2011年建造
精装1房，位置安静，大社区环境好，万科,178万,29398元/㎡,万科东海岸,盐田-大梅沙-环碧路216号,1室1厅1卫,60.55㎡,东北,低层(共16层),2008年建造
万科天誉北区4房，5栋安静户型，中间楼层看花园，满五  ,600万,47458元/㎡,万科天誉(二期),"龙岗-龙岗中心城-龙翔大道,近德政路",4室2厅2卫,126.43㎡,西南,中层(共50层),2017年建造
百鸽笼 满五   有电梯 交通便捷 中间楼层 商品住宅,268万,43620元/㎡,佳兆业可园(南区),布吉-百鸽笼-湖西路,2室1厅1卫,61.44㎡,南,中层(共23层),2006年建造
天鹅堡二期小高层，端户4房，元宝户型，中层视野开阔~,2200万,108300元/㎡,波托菲诺天鹅堡,南山-华侨城-香山中街2号,4室2厅3卫,203.14㎡,南北,中层(共11层),2004年建造
近期入手看这套，业主急卖，厅出阳台，南向两房,250万,40323元/㎡,观山盛苑,罗湖-布心-金稻田路,2室2厅1卫,62㎡,南,低层(共51层),2023年建造
新出!新出！不看后悔  合正观澜汇全新精装大4房 位置安静,561万,44240元/㎡,合正观澜汇(二期),龙华-龙华区政府-观澜大道115号,4室2厅2卫,126.81㎡,南北,中层(共32层),2021年建造
360，满五税少，地铁口笋盘出售，业主急售，赠送全屋家私,480万,36907元/㎡,招商花园城(南区),坪山-坪山-兰竹西路28号,4室2厅2卫,130.06㎡,南北,中层(共28层),2018年建造
澳城花园，老业主放盘，16开盘可以出，看房联系我！,1750万,126510元/㎡,澳城花园(南区),南山-后海-蓝天路,5室2厅2卫,138.33㎡,南北,高层(共22层),2008年建造
东部山海家园 商品住宅 双卫生间 居住密度低 满五  ,650万,53640元/㎡,东部山海家园,盐田-沙头角-梧桐路,4室2厅2卫,121.18㎡,南北,中层(共21层),2008年建造
新天鹅堡 前排D栋05户型 南向大阳台 看山看湖视野无遮挡,1900万,155623元/㎡,新天鹅堡(三期),南山-华侨城-侨香路,3室2厅2卫,122.09㎡,南北,中层(共52层),2019年建造
联富华庭（60全包）正规商品房 全新装修  带电梯 满五  ,87万,14500元/㎡,联富华庭,龙华-龙华中心区-清泉路,3室2厅2卫,60㎡,南,中层(共32层),2017年建造
新出精装大三房！业主急着卖，价格可谈，中间楼层，税费少！,230万,33567元/㎡,星河上寓,龙岗-龙城国际-吉祥路,3室2厅2卫,68.52㎡,南北,低层(共33层),2018年建造
粤海体育公园旁 288万 电梯南向靓房  安静 70年产权,288万,40000元/㎡,鸿锦阁,罗湖-黄贝岭-沿河南路3018号,2室2厅1卫,72㎡,南,高层(共16层),2000年建造
中洲华府(二期) 有电梯 购物方便 正规商品房 满五  ,1390万,87405元/㎡,中洲华府(二期),宝安-新安-创业二路,4室2厅2卫,159.03㎡,西南,低层(共29层),2012年建造
华南城天虹隔壁新出精装三房，产权清晰东南朝向业主换房急售！,280万,36464元/㎡,华侨城四海锦园,龙岗-平湖-水门路288号,3室2厅1卫,76.79㎡,南北,中层(共30层),2017年建造
急急急！！颐安都会中央五期刚需三房 价格美丽 精装修中间楼层,300万,40140元/㎡,颐安都会中央(五期),龙岗-大运-红棉路,3室2厅2卫,74.74㎡,南,低层(共30层),2020年建造
悦峰华府 四房两卫双阳台 近万象汇 车位配比高,512万,38497元/㎡,悦峰华府,罗湖-草埔-木棉岭路4号,4室2厅2卫,133㎡,南,中层(共51层),2023年建造
南山婚房速销！35个全抛 红本过户 送车位 下楼地铁 拎包住,65万,21667元/㎡,久商大厦,南山-南头-南山大道3003号,3室2厅1卫,30㎡,南,中层(共14层),2010年建造
急售！地铁口精装两房，大花园社区 配套成熟 随时可看！,155万,24288元/㎡,水岸新都(五期),"龙岗-龙岗中心城-丰都一路,近坪西路",2室2厅1卫,63.82㎡,东南,中层(共32层),2011年建造
业主想换房 只要280,280万,42099元/㎡,云峰花园,罗湖-人民南-友谊路29号,1室1厅1卫,66.51㎡,西南,高层(共33层),1997年建造
新出房源 联投二期 138 平精装大五房 满五年 看房方便,634.7万,45801元/㎡,联投东方华府(二期),宝安-松岗-东方大道38号,5室2厅2卫,138.58㎡,南,中层(共33层),2016年建造
我有钥匙！随时可看，方正无过道4房，高层看海景,4500万,188854元/㎡,红树西岸,南山-华侨城-深湾一路3号,4室2厅3卫,238.28㎡,南北,高层(共20层),2005年建造
观澜 电梯房 商品住宅 精装可拎包入住 房龄新 满五  ,396万,47177元/㎡,华盛峰荟名庭,龙华-观澜-碧澜路25号,4室2厅1卫,83.94㎡,东北,低层(共32层),2017年建造
香蜜湖18年新小区，大五房安静看小区花园，全新装修拎包入住！,2150万,121986元/㎡,兰江山第,"福田-香蜜湖-香蜜湖路,近北环路",5室2厅3卫,176.25㎡,南,高层(共21层),2018年建造
天集雅苑 板楼 商业配套成熟 装修好 中间楼层采光好 双卫,400万,33020元/㎡,天集雅苑,龙岗-龙城国际-龙平西路10号,3室2厅2卫,121.14㎡,南北,中层(共26层),2002年建造
凯旋天玺名庭 高楼层视野无遮挡 次新小区 满五 朝南,270万,41526元/㎡,凯旋天玺名庭,布吉-布吉关-金利路,2室1厅1卫,65.02㎡,南,高层(共33层),2019年建造
总30万全抛 地标中心 独立红本 正规过户 可按揭 下楼地铁,60万,14635元/㎡,中山苑,南山-南头-南山大道3128号,3室2厅2卫,41㎡,南北,中层(共12层),2022年建造
海怡湾新上靓房，高楼层看海景，双龙抱珠户型，  房看房找小尹,2700万,180133元/㎡,鸿威海怡湾畔花园,南山-后海-中心路1088号,5室2厅2卫,149.89㎡,西南,高层(共18层),2009年建造
龙岗中心（36W全包）独立红本过户，送车位，能按揭，下楼地铁,112万,17395元/㎡,佳兆业未来时代大厦,龙岗-大运-如意路,3室2厅2卫,64.39㎡,南北,中层(共30层),2017年建造
次新房 小区管理好 满五年 东南向 住家安静,345万,58814元/㎡,锦缘里嘉园,罗湖-黄贝岭-沿河南路3026号,2室2厅1卫,58.66㎡,东南,中层(共24层),2015年建造
石芽岭上车门槛电梯两房，朝南 精装修，业主降价急售，产权优,225万,33533元/㎡,怡乐花园,布吉-丹竹头-布澜路2号,2室2厅1卫,67.1㎡,南,中层(共12层),2000年建造
东方明珠城，精装大五房 满五红本 地铁口 送家电,485.5万,36000元/㎡,东方明珠城,龙岗-龙岗中心城-龙河路19号,5室2厅2卫,134.86㎡,南北,中层(共32层),2005年建造
深圳湾前排！！客厅出阳台看海景，2T3H，刚谈下300个,2380万,131507元/㎡,澳城花园(南区),南山-后海-蓝天路,5室2厅2卫,180.98㎡,南北,高层(共20层),2008年建造
诚心卖！268W可谈看花园，位置安静！大一房两厅电梯中间楼层,268万,51858元/㎡,领尚华府,宝安-领航城-航城大道6-1号,1室2厅1卫,51.68㎡,南北,中层(共30层),2016年建造
星河丹堤 车位充足 电梯房 装修豪华保养好 产权清晰,2000万,81543元/㎡,星河丹堤,龙华-梅林关口-南坪快速路,5室2厅3卫,245.27㎡,南北,低层(共32层),2008年建造
2个卫生间，低上个月成交30万 红本在手税费很低,278万,71466元/㎡,嘉葆润金座,福田-新洲-新洲九街99号,2室2厅1卫,38.9㎡,南北,高层(共20层),2013年建造
新上 业主出国急售，    随时看 税少 价格好说,272万,61014元/㎡,东郡百仕达花园(四期),罗湖-水库-太宁路38号,1室2厅1卫,44.58㎡,西南,高层(共29层),2005年建造
1五0，现在可以看房。今日新上架新鲜房源，诚心卖价钱好聊！,200万,34868元/㎡,庐山花园,罗湖-人民南-江背路3-8号,2室1厅1卫,57.36㎡,南,高层(共27层),1998年建造
正规商品房 商圈成熟 南北通透 高楼层视野无遮挡 近地铁,2810万,113307元/㎡,东海花园(一期),福田-香蜜湖-香林路28号,6室3厅5卫,248㎡,南北,高层(共18层),2000年建造
朝南 商圈成熟 中间楼层采光好 带电梯 精装可拎包入住,570万,40878元/㎡,百合盛世,龙岗-龙岗中心城-友谊路35号,4室2厅2卫,139.44㎡,南,共4层,2015年建造
高楼层一房一厅，带大阳台，视野开阔无遮挡,210万,50799元/㎡,南溪新苑,福田-新洲-新洲二街59号,1室1厅1卫,41.34㎡,东西,高层(共20层),2005年建造
花园小区 临近公园地铁 业主诚心出售,1420万,109459元/㎡,风临左岸,福田-香蜜湖-农林路53号,4室2厅2卫,129.73㎡,南北,中层(共18层),2003年建造
祥福雅居精致一房（162万搞定拎包入住）价格可谈 看房方便,162万,43051元/㎡,祥福雅居,罗湖-笋岗-宝岗路33号,1室1厅1卫,37.63㎡,北,低层(共31层),2004年建造
荣超花园，业主急卖85折，价格好谈，地铁口税费少，来电,180.6万,31130元/㎡,荣超花园,布吉-布吉关-荣华路295号,2室2厅1卫,58㎡,北,低层(共26层),2001年建造
曦城双拼别墅|9米面宽|4个车位|150大花园|安静私密,3680万,123490元/㎡,招商华侨城曦城一二期(别墅),"宝安-新安-尖岗山大道,近广泰路",4室2厅4卫,298㎡,南北,共4层,2004年建造
万科物业金山碧海花园，超高使用率，近两年  新装修，看房约我,520万,29884元/㎡,金山碧海花园,盐田-盐田-中青路,4室2厅4卫,174.01㎡,南北,低层(共34层),2009年建造
京基御景东方，新出224大平层，高楼层看湖景，带大露台,2780万,123931元/㎡,京基御景东方,南山-华侨城-白石路2168号,5室2厅3卫,224.32㎡,东,高层(共33层),2006年建造
本人主营龙光玖钻！深耕多年，手里多套d价急售房任您选,188万,35878元/㎡,龙光玖钻,龙华-民治-中梅路,2室1厅2卫,52.4㎡,南,中层(共31层),2019年建造
中海康城，精装六房四卫，满五  ，南北通透，视野开阔，看花园,1360万,53546元/㎡,中海康城花园,龙岗-大运-清辉路149号,6室2厅4卫,253.99㎡,南北,中层(共18层),2009年建造
近期必售 超总瑧湾汇总价买29XX一期大平层,3250万,131351元/㎡,瑧湾汇,南山-华侨城-深湾一路,4室2厅3卫,247.43㎡,南北,低层(共43层),2019年建造
金凤凰豪苑 精装可拎包入住 临地铁 医疗配套成熟 双卫生间,169.8万,15161元/㎡,金凤凰豪苑,龙华-清湖-和平路,3室2厅2卫,112㎡,南北,高层(共25层),2010年建造
降价出售 一口价30萬 可按揭 分期 送车位 来电随时看,61.5万,15375元/㎡,福兴大厦,龙华-龙华区政府-茜坑路44号,3室2厅2卫,40㎡,南,中层(共15层),2018年建造
悦城花园5层复式，有露台，精装保养好，满五年,645万,39320元/㎡,中央悦城,龙岗-龙岗中心城-长兴北路3号,5室3厅4卫,164.04㎡,西,共3层,2006年建造
深中龙初 精装大四房 装修保养好 南北通透 位置安静 采光好,670万,47130元/㎡,颐安麓园,龙岗-龙岗中心城-黄阁路,4室2厅2卫,142.16㎡,南北,中层(共32层),2017年建造
业主急售！！新上笋盘 低原购价60出 精装修 来电优先看房！,285万,23310元/㎡,中央悦城,龙岗-龙岗中心城-长兴北路3号,3室2厅2卫,122.27㎡,东南,高层(共19层),2019年建造
东方威尼斯花园 产权清晰 有电梯 精装可拎包入住 楼层好,350万,27244元/㎡,东方威尼斯花园,坪山-坪山-坪山大道3003号,4室2厅2卫,128.47㎡,南北,中层(共11层),2003年建造
业主88折急卖，顶楼大复试10房，满5年  ，融湖一期,980万,37012元/㎡,融湖中心城(一期),龙岗-平湖-歧阳路8号,10室6厅6卫,264.78㎡,南,高层(共30层),2018年建造
万科公园里 朝南 带电梯 小区新 商品住宅 精装好房,720万,49608元/㎡,万科公园里,布吉-南岭-樟富北路8号,4室2厅2卫,145.14㎡,南,高层(共32层),2014年建造
全屋豪华装修 进口材料 高楼层视野超靓 赠送大   3梯2户,780万,47480元/㎡,阅山华府,龙岗-龙岗中心城-长兴北路10号,5室2厅2卫,164.28㎡,南北,高层(共33层),2018年建造
万科V寓69平两房160万急售 中间楼层 厅出阳台户型,160万,23129元/㎡,万科广场V寓,龙岗-龙岗中心城-龙翔大道,2室2厅1卫,69.18㎡,东北,中层(共46层),2018年建造
丽湾商务公寓，地铁口泛海城市购物广场配套，小户型总价低急卖,185万,40376元/㎡,丽湾商务公寓,南山-前海-前海路0101号,2室1厅1卫,45.82㎡,西南,高层(共32层),2010年建造
罗湖口岸物业电梯 满五   精装好房  楼层好,236万,50449元/㎡,置地逸轩,罗湖-人民南-春风路3038号,1室1厅1卫,46.78㎡,东,中层(共31层),2004年建造
都会100 商圈成熟 电梯房 满五 交通便捷 中间楼层,270万,87805元/㎡,都会100,福田-华强北-中航路4号,1室0厅1卫,30.75㎡,北,中层(共31层),2005年建造
高楼层无遮挡，看深圳湾海景，双龙抱珠户型,2500万,126072元/㎡,南海玫瑰花园(二期),南山-蛇口-望海路61号,4室2厅3卫,198.3㎡,南北,高层(共18层),2006年建造
海景大平层，新房发售，现楼只交契税，楼下海边栈道,752万,47003元/㎡,君临海域,盐田-沙头角-海景二路1015号,4室2厅3卫,159.99㎡,南北,中层(共45层),2023年建造
浅水湾花园4房 高楼层 看海景 急卖！！！,2500万,153554元/㎡,卓越浅水湾,南山-科技园-高新南环路61号,4室2厅2卫,162.81㎡,南北,高层(共30层),2008年建造
业主急售天誉国际公馆大三房，中间楼层，价格可谈，随时可以看房,250万,19598元/㎡,天誉国际公馆,龙岗-龙岗中心城-龙翔大道,3室2厅2卫,127.57㎡,南北,高层(共45层),2015年建造
